sample_id,orig_path,edited_path,reversed_path,source_side,target_side,edit_magnitude,reverse_error
sample_000,experiment/laterality/edits/sample_000_original.png,experiment/laterality/edits/sample_000_edited.png,experiment/laterality/edits/sample_000_reversed.png,right,left,4.196806,0.004620
sample_001,experiment/laterality/edits/sample_001_original.png,experiment/laterality/edits/sample_001_edited.png,experiment/laterality/edits/sample_001_reversed.png,right,left,4.592205,0.003205
sample_002,experiment/laterality/edits/sample_002_original.png,experiment/laterality/edits/sample_002_edited.png,experiment/laterality/edits/sample_002_reversed.png,left,right,4.550860,0.003775
sample_003,experiment/laterality/edits/sample_003_original.png,experiment/laterality/edits/sample_003_edited.png,experiment/laterality/edits/sample_003_reversed.png,right,left,4.262390,0.002062
sample_004,experiment/laterality/edits/sample_004_original.png,experiment/laterality/edits/sample_004_edited.png,experiment/laterality/edits/sample_004_reversed.png,right,left,5.207600,0.002931
sample_005,experiment/laterality/edits/sample_005_original.png,experiment/laterality/edits/sample_005_edited.png,experiment/laterality/edits/sample_005_reversed.png,right,left,5.391596,0.004036
sample_006,experiment/laterality/edits/sample_006_original.png,experiment/laterality/edits/sample_006_edited.png,experiment/laterality/edits/sample_006_reversed.png,right,left,4.705690,0.003143
sample_007,experiment/laterality/edits/sample_007_original.png,experiment/laterality/edits/sample_007_edited.png,experiment/laterality/edits/sample_007_reversed.png,left,right,4.358565,0.002473
sample_008,experiment/laterality/edits/sample_008_original.png,experiment/laterality/edits/sample_008_edited.png,experiment/laterality/edits/sample_008_reversed.png,right,left,5.215486,0.003324
sample_009,experiment/laterality/edits/sample_009_original.png,experiment/laterality/edits/sample_009_edited.png,experiment/laterality/edits/sample_009_reversed.png,right,left,4.584929,0.002586
sample_010,experiment/laterality/edits/sample_010_original.png,experiment/laterality/edits/sample_010_edited.png,experiment/laterality/edits/sample_010_reversed.png,left,right,4.357081,0.003322
sample_011,experiment/laterality/edits/sample_011_original.png,experiment/laterality/edits/sample_011_edited.png,experiment/laterality/edits/sample_011_reversed.png,left,right,4.430396,0.003302
sample_012,experiment/laterality/edits/sample_012_original.png,experiment/laterality/edits/sample_012_edited.png,experiment/laterality/edits/sample_012_reversed.png,left,right,5.656136,0.003183
sample_013,experiment/laterality/edits/sample_013_original.png,experiment/laterality/edits/sample_013_edited.png,experiment/laterality/edits/sample_013_reversed.png,right,left,4.405955,0.004386
sample_014,experiment/laterality/edits/sample_014_original.png,experiment/laterality/edits/sample_014_edited.png,experiment/laterality/edits/sample_014_reversed.png,left,right,4.029113,0.003404
sample_015,experiment/laterality/edits/sample_015_original.png,experiment/laterality/edits/sample_015_edited.png,experiment/laterality/edits/sample_015_reversed.png,left,right,4.526262,0.003051
sample_016,experiment/laterality/edits/sample_016_original.png,experiment/laterality/edits/sample_016_edited.png,experiment/laterality/edits/sample_016_reversed.png,right,left,5.200380,0.003134
sample_017,experiment/laterality/edits/sample_017_original.png,experiment/laterality/edits/sample_017_edited.png,experiment/laterality/edits/sample_017_reversed.png,left,right,6.039083,0.003751
sample_018,experiment/laterality/edits/sample_018_original.png,experiment/laterality/edits/sample_018_edited.png,experiment/laterality/edits/sample_018_reversed.png,left,right,4.652102,0.002558
sample_019,experiment/laterality/edits/sample_019_original.png,experiment/laterality/edits/sample_019_edited.png,experiment/laterality/edits/sample_019_reversed.png,left,right,4.484372,0.002709
sample_020,experiment/laterality/edits/sample_020_original.png,experiment/laterality/edits/sample_020_edited.png,experiment/laterality/edits/sample_020_reversed.png,right,left,5.547130,0.003510
sample_021,experiment/laterality/edits/sample_021_original.png,experiment/laterality/edits/sample_021_edited.png,experiment/laterality/edits/sample_021_reversed.png,left,right,5.393748,0.006487
sample_022,experiment/laterality/edits/sample_022_original.png,experiment/laterality/edits/sample_022_edited.png,experiment/laterality/edits/sample_022_reversed.png,right,left,3.823367,0.005109
sample_023,experiment/laterality/edits/sample_023_original.png,experiment/laterality/edits/sample_023_edited.png,experiment/laterality/edits/sample_023_reversed.png,right,left,4.994349,0.003197
sample_024,experiment/laterality/edits/sample_024_original.png,experiment/laterality/edits/sample_024_edited.png,experiment/laterality/edits/sample_024_reversed.png,right,left,5.209972,0.003459
sample_025,experiment/laterality/edits/sample_025_original.png,experiment/laterality/edits/sample_025_edited.png,experiment/laterality/edits/sample_025_reversed.png,left,right,5.831740,0.003500
sample_026,experiment/laterality/edits/sample_026_original.png,experiment/laterality/edits/sample_026_edited.png,experiment/laterality/edits/sample_026_reversed.png,left,right,4.000083,0.003733
sample_027,experiment/laterality/edits/sample_027_original.png,experiment/laterality/edits/sample_027_edited.png,experiment/laterality/edits/sample_027_reversed.png,right,left,4.987936,0.003563
sample_028,experiment/laterality/edits/sample_028_original.png,experiment/laterality/edits/sample_028_edited.png,experiment/laterality/edits/sample_028_reversed.png,left,right,4.268906,0.002643
sample_029,experiment/laterality/edits/sample_029_original.png,experiment/laterality/edits/sample_029_edited.png,experiment/laterality/edits/sample_029_reversed.png,left,right,3.620560,0.003831
sample_030,experiment/laterality/edits/sample_030_original.png,experiment/laterality/edits/sample_030_edited.png,experiment/laterality/edits/sample_030_reversed.png,right,left,5.111004,0.004290
sample_031,experiment/laterality/edits/sample_031_original.png,experiment/laterality/edits/sample_031_edited.png,experiment/laterality/edits/sample_031_reversed.png,left,right,4.862598,0.003148
sample_032,experiment/laterality/edits/sample_032_original.png,experiment/laterality/edits/sample_032_edited.png,experiment/laterality/edits/sample_032_reversed.png,right,left,4.885709,0.002538
sample_033,experiment/laterality/edits/sample_033_original.png,experiment/laterality/edits/sample_033_edited.png,experiment/laterality/edits/sample_033_reversed.png,left,right,4.581353,0.003382
sample_034,experiment/laterality/edits/sample_034_original.png,experiment/laterality/edits/sample_034_edited.png,experiment/laterality/edits/sample_034_reversed.png,right,left,4.363670,0.002525
sample_035,experiment/laterality/edits/sample_035_original.png,experiment/laterality/edits/sample_035_edited.png,experiment/laterality/edits/sample_035_reversed.png,right,left,3.576547,0.003100
sample_036,experiment/laterality/edits/sample_036_original.png,experiment/laterality/edits/sample_036_edited.png,experiment/laterality/edits/sample_036_reversed.png,right,left,4.682723,0.004151
sample_037,experiment/laterality/edits/sample_037_original.png,experiment/laterality/edits/sample_037_edited.png,experiment/laterality/edits/sample_037_reversed.png,right,left,4.728488,0.003944
sample_038,experiment/laterality/edits/sample_038_original.png,experiment/laterality/edits/sample_038_edited.png,experiment/laterality/edits/sample_038_reversed.png,left,right,4.461154,0.004187
sample_039,experiment/laterality/edits/sample_039_original.png,experiment/laterality/edits/sample_039_edited.png,experiment/laterality/edits/sample_039_reversed.png,left,right,4.322835,0.002784
sample_040,experiment/laterality/edits/sample_040_original.png,experiment/laterality/edits/sample_040_edited.png,experiment/laterality/edits/sample_040_reversed.png,left,right,4.844366,0.006456
sample_041,experiment/laterality/edits/sample_041_original.png,experiment/laterality/edits/sample_041_edited.png,experiment/laterality/edits/sample_041_reversed.png,right,left,4.114607,0.004725
sample_042,experiment/laterality/edits/sample_042_original.png,experiment/laterality/edits/sample_042_edited.png,experiment/laterality/edits/sample_042_reversed.png,right,left,5.379692,0.003546
sample_043,experiment/laterality/edits/sample_043_original.png,experiment/laterality/edits/sample_043_edited.png,experiment/laterality/edits/sample_043_reversed.png,right,left,4.284254,0.002715
sample_044,experiment/laterality/edits/sample_044_original.png,experiment/laterality/edits/sample_044_edited.png,experiment/laterality/edits/sample_044_reversed.png,right,left,3.350568,0.004731
sample_045,experiment/laterality/edits/sample_045_original.png,experiment/laterality/edits/sample_045_edited.png,experiment/laterality/edits/sample_045_reversed.png,left,right,4.967815,0.004328
sample_046,experiment/laterality/edits/sample_046_original.png,experiment/laterality/edits/sample_046_edited.png,experiment/laterality/edits/sample_046_reversed.png,right,left,4.843703,0.003158
sample_047,experiment/laterality/edits/sample_047_original.png,experiment/laterality/edits/sample_047_edited.png,experiment/laterality/edits/sample_047_reversed.png,left,right,4.610527,0.003338
sample_048,experiment/laterality/edits/sample_048_original.png,experiment/laterality/edits/sample_048_edited.png,experiment/laterality/edits/sample_048_reversed.png,left,right,4.228302,0.002943
sample_049,experiment/laterality/edits/sample_049_original.png,experiment/laterality/edits/sample_049_edited.png,experiment/laterality/edits/sample_049_reversed.png,left,right,4.301987,0.002759
sample_050,experiment/laterality/edits/sample_050_original.png,experiment/laterality/edits/sample_050_edited.png,experiment/laterality/edits/sample_050_reversed.png,right,left,4.589992,0.003959
sample_051,experiment/laterality/edits/sample_051_original.png,experiment/laterality/edits/sample_051_edited.png,experiment/laterality/edits/sample_051_reversed.png,right,left,4.366032,0.003185
sample_052,experiment/laterality/edits/sample_052_original.png,experiment/laterality/edits/sample_052_edited.png,experiment/laterality/edits/sample_052_reversed.png,left,right,4.875998,0.002199
sample_053,experiment/laterality/edits/sample_053_original.png,experiment/laterality/edits/sample_053_edited.png,experiment/laterality/edits/sample_053_reversed.png,left,right,5.880969,0.002684
sample_054,experiment/laterality/edits/sample_054_original.png,experiment/laterality/edits/sample_054_edited.png,experiment/laterality/edits/sample_054_reversed.png,right,left,5.300179,0.004815
sample_055,experiment/laterality/edits/sample_055_original.png,experiment/laterality/edits/sample_055_edited.png,experiment/laterality/edits/sample_055_reversed.png,left,right,5.164143,0.003161
sample_056,experiment/laterality/edits/sample_056_original.png,experiment/laterality/edits/sample_056_edited.png,experiment/laterality/edits/sample_056_reversed.png,left,right,4.031307,0.004799
sample_057,experiment/laterality/edits/sample_057_original.png,experiment/laterality/edits/sample_057_edited.png,experiment/laterality/edits/sample_057_reversed.png,right,left,5.162360,0.002717
sample_058,experiment/laterality/edits/sample_058_original.png,experiment/laterality/edits/sample_058_edited.png,experiment/laterality/edits/sample_058_reversed.png,left,right,4.759276,0.003232
sample_059,experiment/laterality/edits/sample_059_original.png,experiment/laterality/edits/sample_059_edited.png,experiment/laterality/edits/sample_059_reversed.png,right,left,5.311292,0.003077
sample_060,experiment/laterality/edits/sample_060_original.png,experiment/laterality/edits/sample_060_edited.png,experiment/laterality/edits/sample_060_reversed.png,right,left,5.108717,0.002553
sample_061,experiment/laterality/edits/sample_061_original.png,experiment/laterality/edits/sample_061_edited.png,experiment/laterality/edits/sample_061_reversed.png,right,left,5.081876,0.003586
sample_062,experiment/laterality/edits/sample_062_original.png,experiment/laterality/edits/sample_062_edited.png,experiment/laterality/edits/sample_062_reversed.png,right,left,3.983992,0.003939
sample_063,experiment/laterality/edits/sample_063_original.png,experiment/laterality/edits/sample_063_edited.png,experiment/laterality/edits/sample_063_reversed.png,left,right,4.390511,0.003563
sample_064,experiment/laterality/edits/sample_064_original.png,experiment/laterality/edits/sample_064_edited.png,experiment/laterality/edits/sample_064_reversed.png,left,right,5.074258,0.002097
sample_065,experiment/laterality/edits/sample_065_original.png,experiment/laterality/edits/sample_065_edited.png,experiment/laterality/edits/sample_065_reversed.png,left,right,4.969201,0.003315
sample_066,experiment/laterality/edits/sample_066_original.png,experiment/laterality/edits/sample_066_edited.png,experiment/laterality/edits/sample_066_reversed.png,left,right,4.560006,0.003124
sample_067,experiment/laterality/edits/sample_067_original.png,experiment/laterality/edits/sample_067_edited.png,experiment/laterality/edits/sample_067_reversed.png,left,right,4.066173,0.003034
sample_068,experiment/laterality/edits/sample_068_original.png,experiment/laterality/edits/sample_068_edited.png,experiment/laterality/edits/sample_068_reversed.png,left,right,3.765511,0.002298
sample_069,experiment/laterality/edits/sample_069_original.png,experiment/laterality/edits/sample_069_edited.png,experiment/laterality/edits/sample_069_reversed.png,right,left,5.165642,0.003215
sample_070,experiment/laterality/edits/sample_070_original.png,experiment/laterality/edits/sample_070_edited.png,experiment/laterality/edits/sample_070_reversed.png,left,right,5.128531,0.004272
sample_071,experiment/laterality/edits/sample_071_original.png,experiment/laterality/edits/sample_071_edited.png,experiment/laterality/edits/sample_071_reversed.png,left,right,4.788970,0.002267
sample_072,experiment/laterality/edits/sample_072_original.png,experiment/laterality/edits/sample_072_edited.png,experiment/laterality/edits/sample_072_reversed.png,right,left,5.122737,0.003496
sample_073,experiment/laterality/edits/sample_073_original.png,experiment/laterality/edits/sample_073_edited.png,experiment/laterality/edits/sample_073_reversed.png,left,right,4.598405,0.002576
sample_074,experiment/laterality/edits/sample_074_original.png,experiment/laterality/edits/sample_074_edited.png,experiment/laterality/edits/sample_074_reversed.png,right,left,4.345163,0.004140
sample_075,experiment/laterality/edits/sample_075_original.png,experiment/laterality/edits/sample_075_edited.png,experiment/laterality/edits/sample_075_reversed.png,right,left,4.915816,0.003388
sample_076,experiment/laterality/edits/sample_076_original.png,experiment/laterality/edits/sample_076_edited.png,experiment/laterality/edits/sample_076_reversed.png,left,right,4.697710,0.004623
sample_077,experiment/laterality/edits/sample_077_original.png,experiment/laterality/edits/sample_077_edited.png,experiment/laterality/edits/sample_077_reversed.png,right,left,5.207666,0.004995
sample_078,experiment/laterality/edits/sample_078_original.png,experiment/laterality/edits/sample_078_edited.png,experiment/laterality/edits/sample_078_reversed.png,left,right,4.499982,0.002341
sample_079,experiment/laterality/edits/sample_079_original.png,experiment/laterality/edits/sample_079_edited.png,experiment/laterality/edits/sample_079_reversed.png,left,right,4.046307,0.003281
sample_080,experiment/laterality/edits/sample_080_original.png,experiment/laterality/edits/sample_080_edited.png,experiment/laterality/edits/sample_080_reversed.png,right,left,4.414854,0.003620
sample_081,experiment/laterality/edits/sample_081_original.png,experiment/laterality/edits/sample_081_edited.png,experiment/laterality/edits/sample_081_reversed.png,left,right,5.326924,0.005128
sample_082,experiment/laterality/edits/sample_082_original.png,experiment/laterality/edits/sample_082_edited.png,experiment/laterality/edits/sample_082_reversed.png,right,left,5.015122,0.004216
sample_083,experiment/laterality/edits/sample_083_original.png,experiment/laterality/edits/sample_083_edited.png,experiment/laterality/edits/sample_083_reversed.png,left,right,3.880728,0.006742
sample_084,experiment/laterality/edits/sample_084_original.png,experiment/laterality/edits/sample_084_edited.png,experiment/laterality/edits/sample_084_reversed.png,right,left,4.050644,0.003069
sample_085,experiment/laterality/edits/sample_085_original.png,experiment/laterality/edits/sample_085_edited.png,experiment/laterality/edits/sample_085_reversed.png,right,left,6.107672,0.003295
sample_086,experiment/laterality/edits/sample_086_original.png,experiment/laterality/edits/sample_086_edited.png,experiment/laterality/edits/sample_086_reversed.png,right,left,4.683356,0.001919
sample_087,experiment/laterality/edits/sample_087_original.png,experiment/laterality/edits/sample_087_edited.png,experiment/laterality/edits/sample_087_reversed.png,right,left,5.198256,0.005067
sample_088,experiment/laterality/edits/sample_088_original.png,experiment/laterality/edits/sample_088_edited.png,experiment/laterality/edits/sample_088_reversed.png,right,left,4.873930,0.003471
sample_089,experiment/laterality/edits/sample_089_original.png,experiment/laterality/edits/sample_089_edited.png,experiment/laterality/edits/sample_089_reversed.png,right,left,4.293657,0.003182
sample_090,experiment/laterality/edits/sample_090_original.png,experiment/laterality/edits/sample_090_edited.png,experiment/laterality/edits/sample_090_reversed.png,left,right,3.854164,0.002201
sample_091,experiment/laterality/edits/sample_091_original.png,experiment/laterality/edits/sample_091_edited.png,experiment/laterality/edits/sample_091_reversed.png,right,left,4.668049,0.002648
sample_092,experiment/laterality/edits/sample_092_original.png,experiment/laterality/edits/sample_092_edited.png,experiment/laterality/edits/sample_092_reversed.png,left,right,4.010643,0.002481
sample_093,experiment/laterality/edits/sample_093_original.png,experiment/laterality/edits/sample_093_edited.png,experiment/laterality/edits/sample_093_reversed.png,left,right,5.118238,0.003348
sample_094,experiment/laterality/edits/sample_094_original.png,experiment/laterality/edits/sample_094_edited.png,experiment/laterality/edits/sample_094_reversed.png,right,left,5.124255,0.005196
sample_095,experiment/laterality/edits/sample_095_original.png,experiment/laterality/edits/sample_095_edited.png,experiment/laterality/edits/sample_095_reversed.png,right,left,4.869195,0.002175
sample_096,experiment/laterality/edits/sample_096_original.png,experiment/laterality/edits/sample_096_edited.png,experiment/laterality/edits/sample_096_reversed.png,left,right,5.492970,0.005021
sample_097,experiment/laterality/edits/sample_097_original.png,experiment/laterality/edits/sample_097_edited.png,experiment/laterality/edits/sample_097_reversed.png,right,left,4.347341,0.004451
sample_098,experiment/laterality/edits/sample_098_original.png,experiment/laterality/edits/sample_098_edited.png,experiment/laterality/edits/sample_098_reversed.png,right,left,3.663894,0.003160
sample_099,experiment/laterality/edits/sample_099_original.png,experiment/laterality/edits/sample_099_edited.png,experiment/laterality/edits/sample_099_reversed.png,left,right,4.732471,0.004247
sample_100,experiment/laterality/edits/sample_100_original.png,experiment/laterality/edits/sample_100_edited.png,experiment/laterality/edits/sample_100_reversed.png,right,left,5.802199,0.005431
sample_101,experiment/laterality/edits/sample_101_original.png,experiment/laterality/edits/sample_101_edited.png,experiment/laterality/edits/sample_101_reversed.png,left,right,3.588903,0.003187
sample_102,experiment/laterality/edits/sample_102_original.png,experiment/laterality/edits/sample_102_edited.png,experiment/laterality/edits/sample_102_reversed.png,right,left,4.716938,0.003067
sample_103,experiment/laterality/edits/sample_103_original.png,experiment/laterality/edits/sample_103_edited.png,experiment/laterality/edits/sample_103_reversed.png,right,left,5.056002,0.002681
sample_104,experiment/laterality/edits/sample_104_original.png,experiment/laterality/edits/sample_104_edited.png,experiment/laterality/edits/sample_104_reversed.png,right,left,6.789241,0.002088
sample_105,experiment/laterality/edits/sample_105_original.png,experiment/laterality/edits/sample_105_edited.png,experiment/laterality/edits/sample_105_reversed.png,left,right,4.740580,0.002374
sample_106,experiment/laterality/edits/sample_106_original.png,experiment/laterality/edits/sample_106_edited.png,experiment/laterality/edits/sample_106_reversed.png,left,right,3.790683,0.002955
sample_107,experiment/laterality/edits/sample_107_original.png,experiment/laterality/edits/sample_107_edited.png,experiment/laterality/edits/sample_107_reversed.png,left,right,4.165468,0.003159
sample_108,experiment/laterality/edits/sample_108_original.png,experiment/laterality/edits/sample_108_edited.png,experiment/laterality/edits/sample_108_reversed.png,right,left,5.385351,0.005090
sample_109,experiment/laterality/edits/sample_109_original.png,experiment/laterality/edits/sample_109_edited.png,experiment/laterality/edits/sample_109_reversed.png,right,left,4.878502,0.004176
sample_110,experiment/laterality/edits/sample_110_original.png,experiment/laterality/edits/sample_110_edited.png,experiment/laterality/edits/sample_110_reversed.png,left,right,4.833954,0.002978
sample_111,experiment/laterality/edits/sample_111_original.png,experiment/laterality/edits/sample_111_edited.png,experiment/laterality/edits/sample_111_reversed.png,left,right,5.627216,0.004646
sample_112,experiment/laterality/edits/sample_112_original.png,experiment/laterality/edits/sample_112_edited.png,experiment/laterality/edits/sample_112_reversed.png,left,right,4.083484,0.003110
sample_113,experiment/laterality/edits/sample_113_original.png,experiment/laterality/edits/sample_113_edited.png,experiment/laterality/edits/sample_113_reversed.png,left,right,5.461376,0.002678
sample_114,experiment/laterality/edits/sample_114_original.png,experiment/laterality/edits/sample_114_edited.png,experiment/laterality/edits/sample_114_reversed.png,right,left,5.157747,0.003597
sample_115,experiment/laterality/edits/sample_115_original.png,experiment/laterality/edits/sample_115_edited.png,experiment/laterality/edits/sample_115_reversed.png,left,right,4.475277,0.003657
sample_116,experiment/laterality/edits/sample_116_original.png,experiment/laterality/edits/sample_116_edited.png,experiment/laterality/edits/sample_116_reversed.png,left,right,4.163469,0.004820
sample_117,experiment/laterality/edits/sample_117_original.png,experiment/laterality/edits/sample_117_edited.png,experiment/laterality/edits/sample_117_reversed.png,right,left,3.757426,0.003618
sample_118,experiment/laterality/edits/sample_118_original.png,experiment/laterality/edits/sample_118_edited.png,experiment/laterality/edits/sample_118_reversed.png,left,right,4.613959,0.003125
sample_119,experiment/laterality/edits/sample_119_original.png,experiment/laterality/edits/sample_119_edited.png,experiment/laterality/edits/sample_119_reversed.png,left,right,4.344067,0.002951
sample_120,experiment/laterality/edits/sample_120_original.png,experiment/laterality/edits/sample_120_edited.png,experiment/laterality/edits/sample_120_reversed.png,left,right,5.110341,0.003121
sample_121,experiment/laterality/edits/sample_121_original.png,experiment/laterality/edits/sample_121_edited.png,experiment/laterality/edits/sample_121_reversed.png,left,right,4.161952,0.003274
sample_122,experiment/laterality/edits/sample_122_original.png,experiment/laterality/edits/sample_122_edited.png,experiment/laterality/edits/sample_122_reversed.png,left,right,3.702154,0.003451
sample_123,experiment/laterality/edits/sample_123_original.png,experiment/laterality/edits/sample_123_edited.png,experiment/laterality/edits/sample_123_reversed.png,left,right,5.385768,0.002231
sample_124,experiment/laterality/edits/sample_124_original.png,experiment/laterality/edits/sample_124_edited.png,experiment/laterality/edits/sample_124_reversed.png,left,right,4.074255,0.007205
sample_125,experiment/laterality/edits/sample_125_original.png,experiment/laterality/edits/sample_125_edited.png,experiment/laterality/edits/sample_125_reversed.png,right,left,6.242383,0.003489
sample_126,experiment/laterality/edits/sample_126_original.png,experiment/laterality/edits/sample_126_edited.png,experiment/laterality/edits/sample_126_reversed.png,right,left,4.891771,0.003627
sample_127,experiment/laterality/edits/sample_127_original.png,experiment/laterality/edits/sample_127_edited.png,experiment/laterality/edits/sample_127_reversed.png,right,left,5.075278,0.003488
sample_128,experiment/laterality/edits/sample_128_original.png,experiment/laterality/edits/sample_128_edited.png,experiment/laterality/edits/sample_128_reversed.png,left,right,4.719912,0.003104
sample_129,experiment/laterality/edits/sample_129_original.png,experiment/laterality/edits/sample_129_edited.png,experiment/laterality/edits/sample_129_reversed.png,left,right,4.603121,0.003519
sample_130,experiment/laterality/edits/sample_130_original.png,experiment/laterality/edits/sample_130_edited.png,experiment/laterality/edits/sample_130_reversed.png,left,right,5.440205,0.002309
sample_131,experiment/laterality/edits/sample_131_original.png,experiment/laterality/edits/sample_131_edited.png,experiment/laterality/edits/sample_131_reversed.png,right,left,5.529692,0.002778
sample_132,experiment/laterality/edits/sample_132_original.png,experiment/laterality/edits/sample_132_edited.png,experiment/laterality/edits/sample_132_reversed.png,left,right,4.381450,0.008607
sample_133,experiment/laterality/edits/sample_133_original.png,experiment/laterality/edits/sample_133_edited.png,experiment/laterality/edits/sample_133_reversed.png,right,left,3.729160,0.003061
sample_134,experiment/laterality/edits/sample_134_original.png,experiment/laterality/edits/sample_134_edited.png,experiment/laterality/edits/sample_134_reversed.png,right,left,4.588881,0.003236
sample_135,experiment/laterality/edits/sample_135_original.png,experiment/laterality/edits/sample_135_edited.png,experiment/laterality/edits/sample_135_reversed.png,left,right,3.998494,0.002080
sample_136,experiment/laterality/edits/sample_136_original.png,experiment/laterality/edits/sample_136_edited.png,experiment/laterality/edits/sample_136_reversed.png,right,left,5.818934,0.002843
sample_137,experiment/laterality/edits/sample_137_original.png,experiment/laterality/edits/sample_137_edited.png,experiment/laterality/edits/sample_137_reversed.png,left,right,4.277977,0.006369
sample_138,experiment/laterality/edits/sample_138_original.png,experiment/laterality/edits/sample_138_edited.png,experiment/laterality/edits/sample_138_reversed.png,right,left,4.447268,0.002875
sample_139,experiment/laterality/edits/sample_139_original.png,experiment/laterality/edits/sample_139_edited.png,experiment/laterality/edits/sample_139_reversed.png,left,right,3.252577,0.002609
sample_140,experiment/laterality/edits/sample_140_original.png,experiment/laterality/edits/sample_140_edited.png,experiment/laterality/edits/sample_140_reversed.png,right,left,4.917027,0.003017
sample_141,experiment/laterality/edits/sample_141_original.png,experiment/laterality/edits/sample_141_edited.png,experiment/laterality/edits/sample_141_reversed.png,right,left,4.768837,0.006303
sample_142,experiment/laterality/edits/sample_142_original.png,experiment/laterality/edits/sample_142_edited.png,experiment/laterality/edits/sample_142_reversed.png,left,right,4.531517,0.003170
sample_143,experiment/laterality/edits/sample_143_original.png,experiment/laterality/edits/sample_143_edited.png,experiment/laterality/edits/sample_143_reversed.png,left,right,3.654955,0.003438
sample_144,experiment/laterality/edits/sample_144_original.png,experiment/laterality/edits/sample_144_edited.png,experiment/laterality/edits/sample_144_reversed.png,left,right,3.734578,0.006971
sample_145,experiment/laterality/edits/sample_145_original.png,experiment/laterality/edits/sample_145_edited.png,experiment/laterality/edits/sample_145_reversed.png,left,right,4.094015,0.003839
sample_146,experiment/laterality/edits/sample_146_original.png,experiment/laterality/edits/sample_146_edited.png,experiment/laterality/edits/sample_146_reversed.png,right,left,5.039949,0.003005
sample_147,experiment/laterality/edits/sample_147_original.png,experiment/laterality/edits/sample_147_edited.png,experiment/laterality/edits/sample_147_reversed.png,left,right,4.599857,0.002681
sample_148,experiment/laterality/edits/sample_148_original.png,experiment/laterality/edits/sample_148_edited.png,experiment/laterality/edits/sample_148_reversed.png,left,right,4.687518,0.004715
sample_149,experiment/laterality/edits/sample_149_original.png,experiment/laterality/edits/sample_149_edited.png,experiment/laterality/edits/sample_149_reversed.png,left,right,5.273275,0.002956
sample_150,experiment/laterality/edits/sample_150_original.png,experiment/laterality/edits/sample_150_edited.png,experiment/laterality/edits/sample_150_reversed.png,left,right,5.013381,0.004224
sample_151,experiment/laterality/edits/sample_151_original.png,experiment/laterality/edits/sample_151_edited.png,experiment/laterality/edits/sample_151_reversed.png,right,left,3.824420,0.003098
sample_152,experiment/laterality/edits/sample_152_original.png,experiment/laterality/edits/sample_152_edited.png,experiment/laterality/edits/sample_152_reversed.png,right,left,4.361244,0.003730
sample_153,experiment/laterality/edits/sample_153_original.png,experiment/laterality/edits/sample_153_edited.png,experiment/laterality/edits/sample_153_reversed.png,left,right,4.119457,0.003074
sample_154,experiment/laterality/edits/sample_154_original.png,experiment/laterality/edits/sample_154_edited.png,experiment/laterality/edits/sample_154_reversed.png,right,left,5.832536,0.003789
sample_155,experiment/laterality/edits/sample_155_original.png,experiment/laterality/edits/sample_155_edited.png,experiment/laterality/edits/sample_155_reversed.png,right,left,3.827831,0.003805
sample_156,experiment/laterality/edits/sample_156_original.png,experiment/laterality/edits/sample_156_edited.png,experiment/laterality/edits/sample_156_reversed.png,left,right,4.654638,0.004354
sample_157,experiment/laterality/edits/sample_157_original.png,experiment/laterality/edits/sample_157_edited.png,experiment/laterality/edits/sample_157_reversed.png,right,left,4.725421,0.002824
sample_158,experiment/laterality/edits/sample_158_original.png,experiment/laterality/edits/sample_158_edited.png,experiment/laterality/edits/sample_158_reversed.png,right,left,4.186278,0.003368
sample_159,experiment/laterality/edits/sample_159_original.png,experiment/laterality/edits/sample_159_edited.png,experiment/laterality/edits/sample_159_reversed.png,right,left,4.250669,0.003024
sample_160,experiment/laterality/edits/sample_160_original.png,experiment/laterality/edits/sample_160_edited.png,experiment/laterality/edits/sample_160_reversed.png,left,right,4.446995,0.003112
sample_161,experiment/laterality/edits/sample_161_original.png,experiment/laterality/edits/sample_161_edited.png,experiment/laterality/edits/sample_161_reversed.png,left,right,5.614824,0.003363
sample_162,experiment/laterality/edits/sample_162_original.png,experiment/laterality/edits/sample_162_edited.png,experiment/laterality/edits/sample_162_reversed.png,right,left,3.873810,0.002767
sample_163,experiment/laterality/edits/sample_163_original.png,experiment/laterality/edits/sample_163_edited.png,experiment/laterality/edits/sample_163_reversed.png,right,left,4.013494,0.003258
sample_164,experiment/laterality/edits/sample_164_original.png,experiment/laterality/edits/sample_164_edited.png,experiment/laterality/edits/sample_164_reversed.png,right,left,5.112312,0.003758
sample_165,experiment/laterality/edits/sample_165_original.png,experiment/laterality/edits/sample_165_edited.png,experiment/laterality/edits/sample_165_reversed.png,right,left,5.097899,0.003159
sample_166,experiment/laterality/edits/sample_166_original.png,experiment/laterality/edits/sample_166_edited.png,experiment/laterality/edits/sample_166_reversed.png,right,left,4.969153,0.005209
sample_167,experiment/laterality/edits/sample_167_original.png,experiment/laterality/edits/sample_167_edited.png,experiment/laterality/edits/sample_167_reversed.png,left,right,4.041777,0.006430
sample_168,experiment/laterality/edits/sample_168_original.png,experiment/laterality/edits/sample_168_edited.png,experiment/laterality/edits/sample_168_reversed.png,right,left,3.898615,0.002931
sample_169,experiment/laterality/edits/sample_169_original.png,experiment/laterality/edits/sample_169_edited.png,experiment/laterality/edits/sample_169_reversed.png,right,left,4.457755,0.003121
