sample_id,orig_path,edited_path,reversed_path,source_side,target_side,edit_magnitude,reverse_error
sample_1150,experiment/laterality/edits/sample_1150_original.png,experiment/laterality/edits/sample_1150_edited.png,experiment/laterality/edits/sample_1150_reversed.png,left,right,4.711397,0.003246
sample_1151,experiment/laterality/edits/sample_1151_original.png,experiment/laterality/edits/sample_1151_edited.png,experiment/laterality/edits/sample_1151_reversed.png,right,left,4.190982,0.004332
sample_1152,experiment/laterality/edits/sample_1152_original.png,experiment/laterality/edits/sample_1152_edited.png,experiment/laterality/edits/sample_1152_reversed.png,right,left,5.090640,0.002291
sample_1153,experiment/laterality/edits/sample_1153_original.png,experiment/laterality/edits/sample_1153_edited.png,experiment/laterality/edits/sample_1153_reversed.png,right,left,5.231759,0.003575
sample_1154,experiment/laterality/edits/sample_1154_original.png,experiment/laterality/edits/sample_1154_edited.png,experiment/laterality/edits/sample_1154_reversed.png,right,left,4.296859,0.004644
sample_1155,experiment/laterality/edits/sample_1155_original.png,experiment/laterality/edits/sample_1155_edited.png,experiment/laterality/edits/sample_1155_reversed.png,right,left,4.775871,0.005512
sample_1156,experiment/laterality/edits/sample_1156_original.png,experiment/laterality/edits/sample_1156_edited.png,experiment/laterality/edits/sample_1156_reversed.png,left,right,5.023609,0.003462
sample_1157,experiment/laterality/edits/sample_1157_original.png,experiment/laterality/edits/sample_1157_edited.png,experiment/laterality/edits/sample_1157_reversed.png,right,left,4.205069,0.002910
sample_1158,experiment/laterality/edits/sample_1158_original.png,experiment/laterality/edits/sample_1158_edited.png,experiment/laterality/edits/sample_1158_reversed.png,right,left,4.253987,0.004604
sample_1159,experiment/laterality/edits/sample_1159_original.png,experiment/laterality/edits/sample_1159_edited.png,experiment/laterality/edits/sample_1159_reversed.png,left,right,4.178766,0.003461
sample_1160,experiment/laterality/edits/sample_1160_original.png,experiment/laterality/edits/sample_1160_edited.png,experiment/laterality/edits/sample_1160_reversed.png,left,right,4.839797,0.002471
sample_1161,experiment/laterality/edits/sample_1161_original.png,experiment/laterality/edits/sample_1161_edited.png,experiment/laterality/edits/sample_1161_reversed.png,right,left,6.186157,0.003331
sample_1162,experiment/laterality/edits/sample_1162_original.png,experiment/laterality/edits/sample_1162_edited.png,experiment/laterality/edits/sample_1162_reversed.png,right,left,4.848341,0.002220
sample_1163,experiment/laterality/edits/sample_1163_original.png,experiment/laterality/edits/sample_1163_edited.png,experiment/laterality/edits/sample_1163_reversed.png,right,left,4.527023,0.002958
sample_1164,experiment/laterality/edits/sample_1164_original.png,experiment/laterality/edits/sample_1164_edited.png,experiment/laterality/edits/sample_1164_reversed.png,left,right,3.840629,0.002408
sample_1165,experiment/laterality/edits/sample_1165_original.png,experiment/laterality/edits/sample_1165_edited.png,experiment/laterality/edits/sample_1165_reversed.png,right,left,5.066937,0.003342
sample_1166,experiment/laterality/edits/sample_1166_original.png,experiment/laterality/edits/sample_1166_edited.png,experiment/laterality/edits/sample_1166_reversed.png,left,right,3.833379,0.003329
sample_1167,experiment/laterality/edits/sample_1167_original.png,experiment/laterality/edits/sample_1167_edited.png,experiment/laterality/edits/sample_1167_reversed.png,right,left,5.035284,0.003863
sample_1168,experiment/laterality/edits/sample_1168_original.png,experiment/laterality/edits/sample_1168_edited.png,experiment/laterality/edits/sample_1168_reversed.png,right,left,3.911767,0.002438
sample_1169,experiment/laterality/edits/sample_1169_original.png,experiment/laterality/edits/sample_1169_edited.png,experiment/laterality/edits/sample_1169_reversed.png,left,right,4.933572,0.003081
sample_1170,experiment/laterality/edits/sample_1170_original.png,experiment/laterality/edits/sample_1170_edited.png,experiment/laterality/edits/sample_1170_reversed.png,right,left,4.105234,0.004186
sample_1171,experiment/laterality/edits/sample_1171_original.png,experiment/laterality/edits/sample_1171_edited.png,experiment/laterality/edits/sample_1171_reversed.png,right,left,4.251440,0.003922
sample_1172,experiment/laterality/edits/sample_1172_original.png,experiment/laterality/edits/sample_1172_edited.png,experiment/laterality/edits/sample_1172_reversed.png,left,right,4.241517,0.002851
sample_1173,experiment/laterality/edits/sample_1173_original.png,experiment/laterality/edits/sample_1173_edited.png,experiment/laterality/edits/sample_1173_reversed.png,left,right,5.225364,0.003165
sample_1174,experiment/laterality/edits/sample_1174_original.png,experiment/laterality/edits/sample_1174_edited.png,experiment/laterality/edits/sample_1174_reversed.png,left,right,4.118735,0.003985
sample_1175,experiment/laterality/edits/sample_1175_original.png,experiment/laterality/edits/sample_1175_edited.png,experiment/laterality/edits/sample_1175_reversed.png,left,right,4.683218,0.002368
sample_1176,experiment/laterality/edits/sample_1176_original.png,experiment/laterality/edits/sample_1176_edited.png,experiment/laterality/edits/sample_1176_reversed.png,right,left,5.375602,0.002641
sample_1177,experiment/laterality/edits/sample_1177_original.png,experiment/laterality/edits/sample_1177_edited.png,experiment/laterality/edits/sample_1177_reversed.png,right,left,5.070945,0.004870
sample_1178,experiment/laterality/edits/sample_1178_original.png,experiment/laterality/edits/sample_1178_edited.png,experiment/laterality/edits/sample_1178_reversed.png,left,right,4.530791,0.002345
sample_1179,experiment/laterality/edits/sample_1179_original.png,experiment/laterality/edits/sample_1179_edited.png,experiment/laterality/edits/sample_1179_reversed.png,left,right,4.489972,0.002932
sample_1180,experiment/laterality/edits/sample_1180_original.png,experiment/laterality/edits/sample_1180_edited.png,experiment/laterality/edits/sample_1180_reversed.png,left,right,5.439944,0.002180
sample_1181,experiment/laterality/edits/sample_1181_original.png,experiment/laterality/edits/sample_1181_edited.png,experiment/laterality/edits/sample_1181_reversed.png,right,left,4.838502,0.003832
sample_1182,experiment/laterality/edits/sample_1182_original.png,experiment/laterality/edits/sample_1182_edited.png,experiment/laterality/edits/sample_1182_reversed.png,right,left,5.228537,0.003626
sample_1183,experiment/laterality/edits/sample_1183_original.png,experiment/laterality/edits/sample_1183_edited.png,experiment/laterality/edits/sample_1183_reversed.png,right,left,4.289407,0.002435
sample_1184,experiment/laterality/edits/sample_1184_original.png,experiment/laterality/edits/sample_1184_edited.png,experiment/laterality/edits/sample_1184_reversed.png,left,right,5.038231,0.004019
sample_1185,experiment/laterality/edits/sample_1185_original.png,experiment/laterality/edits/sample_1185_edited.png,experiment/laterality/edits/sample_1185_reversed.png,right,left,5.262039,0.002395
sample_1186,experiment/laterality/edits/sample_1186_original.png,experiment/laterality/edits/sample_1186_edited.png,experiment/laterality/edits/sample_1186_reversed.png,left,right,4.445831,0.003346
sample_1187,experiment/laterality/edits/sample_1187_original.png,experiment/laterality/edits/sample_1187_edited.png,experiment/laterality/edits/sample_1187_reversed.png,left,right,4.161129,0.002938
sample_1188,experiment/laterality/edits/sample_1188_original.png,experiment/laterality/edits/sample_1188_edited.png,experiment/laterality/edits/sample_1188_reversed.png,right,left,5.081183,0.003148
sample_1189,experiment/laterality/edits/sample_1189_original.png,experiment/laterality/edits/sample_1189_edited.png,experiment/laterality/edits/sample_1189_reversed.png,left,right,4.879135,0.002913
sample_1190,experiment/laterality/edits/sample_1190_original.png,experiment/laterality/edits/sample_1190_edited.png,experiment/laterality/edits/sample_1190_reversed.png,right,left,5.703713,0.003969
sample_1191,experiment/laterality/edits/sample_1191_original.png,experiment/laterality/edits/sample_1191_edited.png,experiment/laterality/edits/sample_1191_reversed.png,left,right,4.659675,0.002358
sample_1192,experiment/laterality/edits/sample_1192_original.png,experiment/laterality/edits/sample_1192_edited.png,experiment/laterality/edits/sample_1192_reversed.png,left,right,4.878408,0.003580
sample_1193,experiment/laterality/edits/sample_1193_original.png,experiment/laterality/edits/sample_1193_edited.png,experiment/laterality/edits/sample_1193_reversed.png,left,right,3.769269,0.004043
sample_1194,experiment/laterality/edits/sample_1194_original.png,experiment/laterality/edits/sample_1194_edited.png,experiment/laterality/edits/sample_1194_reversed.png,left,right,4.226161,0.002980
sample_1195,experiment/laterality/edits/sample_1195_original.png,experiment/laterality/edits/sample_1195_edited.png,experiment/laterality/edits/sample_1195_reversed.png,left,right,3.902302,0.005120
sample_1196,experiment/laterality/edits/sample_1196_original.png,experiment/laterality/edits/sample_1196_edited.png,experiment/laterality/edits/sample_1196_reversed.png,left,right,5.052268,0.002471
sample_1197,experiment/laterality/edits/sample_1197_original.png,experiment/laterality/edits/sample_1197_edited.png,experiment/laterality/edits/sample_1197_reversed.png,right,left,4.131664,0.003368
sample_1198,experiment/laterality/edits/sample_1198_original.png,experiment/laterality/edits/sample_1198_edited.png,experiment/laterality/edits/sample_1198_reversed.png,left,right,4.761395,0.003186
sample_1199,experiment/laterality/edits/sample_1199_original.png,experiment/laterality/edits/sample_1199_edited.png,experiment/laterality/edits/sample_1199_reversed.png,left,right,4.716261,0.002703
sample_1200,experiment/laterality/edits/sample_1200_original.png,experiment/laterality/edits/sample_1200_edited.png,experiment/laterality/edits/sample_1200_reversed.png,right,left,4.211740,0.003431
sample_1201,experiment/laterality/edits/sample_1201_original.png,experiment/laterality/edits/sample_1201_edited.png,experiment/laterality/edits/sample_1201_reversed.png,right,left,3.885693,0.005377
sample_1202,experiment/laterality/edits/sample_1202_original.png,experiment/laterality/edits/sample_1202_edited.png,experiment/laterality/edits/sample_1202_reversed.png,left,right,4.744843,0.002915
sample_1203,experiment/laterality/edits/sample_1203_original.png,experiment/laterality/edits/sample_1203_edited.png,experiment/laterality/edits/sample_1203_reversed.png,right,left,4.172323,0.002455
sample_1204,experiment/laterality/edits/sample_1204_original.png,experiment/laterality/edits/sample_1204_edited.png,experiment/laterality/edits/sample_1204_reversed.png,right,left,4.769411,0.002550
sample_1205,experiment/laterality/edits/sample_1205_original.png,experiment/laterality/edits/sample_1205_edited.png,experiment/laterality/edits/sample_1205_reversed.png,left,right,4.516538,0.002658
sample_1206,experiment/laterality/edits/sample_1206_original.png,experiment/laterality/edits/sample_1206_edited.png,experiment/laterality/edits/sample_1206_reversed.png,right,left,3.738844,0.003233
sample_1207,experiment/laterality/edits/sample_1207_original.png,experiment/laterality/edits/sample_1207_edited.png,experiment/laterality/edits/sample_1207_reversed.png,right,left,4.911654,0.003107
sample_1208,experiment/laterality/edits/sample_1208_original.png,experiment/laterality/edits/sample_1208_edited.png,experiment/laterality/edits/sample_1208_reversed.png,left,right,4.670091,0.002806
sample_1209,experiment/laterality/edits/sample_1209_original.png,experiment/laterality/edits/sample_1209_edited.png,experiment/laterality/edits/sample_1209_reversed.png,left,right,5.235540,0.003467
sample_1210,experiment/laterality/edits/sample_1210_original.png,experiment/laterality/edits/sample_1210_edited.png,experiment/laterality/edits/sample_1210_reversed.png,left,right,5.275406,0.002808
sample_1211,experiment/laterality/edits/sample_1211_original.png,experiment/laterality/edits/sample_1211_edited.png,experiment/laterality/edits/sample_1211_reversed.png,right,left,4.775666,0.003146
sample_1212,experiment/laterality/edits/sample_1212_original.png,experiment/laterality/edits/sample_1212_edited.png,experiment/laterality/edits/sample_1212_reversed.png,left,right,5.184181,0.002227
sample_1213,experiment/laterality/edits/sample_1213_original.png,experiment/laterality/edits/sample_1213_edited.png,experiment/laterality/edits/sample_1213_reversed.png,right,left,5.024804,0.003255
sample_1214,experiment/laterality/edits/sample_1214_original.png,experiment/laterality/edits/sample_1214_edited.png,experiment/laterality/edits/sample_1214_reversed.png,right,left,5.009142,0.003446
sample_1215,experiment/laterality/edits/sample_1215_original.png,experiment/laterality/edits/sample_1215_edited.png,experiment/laterality/edits/sample_1215_reversed.png,right,left,4.513817,0.004003
sample_1216,experiment/laterality/edits/sample_1216_original.png,experiment/laterality/edits/sample_1216_edited.png,experiment/laterality/edits/sample_1216_reversed.png,right,left,4.973776,0.002601
sample_1217,experiment/laterality/edits/sample_1217_original.png,experiment/laterality/edits/sample_1217_edited.png,experiment/laterality/edits/sample_1217_reversed.png,left,right,4.285020,0.004027
sample_1218,experiment/laterality/edits/sample_1218_original.png,experiment/laterality/edits/sample_1218_edited.png,experiment/laterality/edits/sample_1218_reversed.png,left,right,4.568604,0.002948
sample_1219,experiment/laterality/edits/sample_1219_original.png,experiment/laterality/edits/sample_1219_edited.png,experiment/laterality/edits/sample_1219_reversed.png,right,left,3.965659,0.003508
sample_1220,experiment/laterality/edits/sample_1220_original.png,experiment/laterality/edits/sample_1220_edited.png,experiment/laterality/edits/sample_1220_reversed.png,right,left,3.756212,0.002902
sample_1221,experiment/laterality/edits/sample_1221_original.png,experiment/laterality/edits/sample_1221_edited.png,experiment/laterality/edits/sample_1221_reversed.png,right,left,4.995586,0.003067
sample_1222,experiment/laterality/edits/sample_1222_original.png,experiment/laterality/edits/sample_1222_edited.png,experiment/laterality/edits/sample_1222_reversed.png,right,left,4.425868,0.003562
sample_1223,experiment/laterality/edits/sample_1223_original.png,experiment/laterality/edits/sample_1223_edited.png,experiment/laterality/edits/sample_1223_reversed.png,right,left,3.755706,0.004495
sample_1224,experiment/laterality/edits/sample_1224_original.png,experiment/laterality/edits/sample_1224_edited.png,experiment/laterality/edits/sample_1224_reversed.png,right,left,6.384912,0.003662
sample_1225,experiment/laterality/edits/sample_1225_original.png,experiment/laterality/edits/sample_1225_edited.png,experiment/laterality/edits/sample_1225_reversed.png,left,right,4.421588,0.004148
sample_1226,experiment/laterality/edits/sample_1226_original.png,experiment/laterality/edits/sample_1226_edited.png,experiment/laterality/edits/sample_1226_reversed.png,left,right,4.559923,0.004098
sample_1227,experiment/laterality/edits/sample_1227_original.png,experiment/laterality/edits/sample_1227_edited.png,experiment/laterality/edits/sample_1227_reversed.png,right,left,4.944609,0.004538
sample_1228,experiment/laterality/edits/sample_1228_original.png,experiment/laterality/edits/sample_1228_edited.png,experiment/laterality/edits/sample_1228_reversed.png,right,left,4.066371,0.003983
sample_1229,experiment/laterality/edits/sample_1229_original.png,experiment/laterality/edits/sample_1229_edited.png,experiment/laterality/edits/sample_1229_reversed.png,right,left,5.159625,0.002516
sample_1230,experiment/laterality/edits/sample_1230_original.png,experiment/laterality/edits/sample_1230_edited.png,experiment/laterality/edits/sample_1230_reversed.png,right,left,3.994179,0.003826
sample_1231,experiment/laterality/edits/sample_1231_original.png,experiment/laterality/edits/sample_1231_edited.png,experiment/laterality/edits/sample_1231_reversed.png,left,right,5.235431,0.004210
sample_1232,experiment/laterality/edits/sample_1232_original.png,experiment/laterality/edits/sample_1232_edited.png,experiment/laterality/edits/sample_1232_reversed.png,left,right,5.925018,0.007064
sample_1233,experiment/laterality/edits/sample_1233_original.png,experiment/laterality/edits/sample_1233_edited.png,experiment/laterality/edits/sample_1233_reversed.png,left,right,4.234442,0.002636
sample_1234,experiment/laterality/edits/sample_1234_original.png,experiment/laterality/edits/sample_1234_edited.png,experiment/laterality/edits/sample_1234_reversed.png,right,left,5.751494,0.004218
sample_1235,experiment/laterality/edits/sample_1235_original.png,experiment/laterality/edits/sample_1235_edited.png,experiment/laterality/edits/sample_1235_reversed.png,left,right,5.297802,0.002729
sample_1236,experiment/laterality/edits/sample_1236_original.png,experiment/laterality/edits/sample_1236_edited.png,experiment/laterality/edits/sample_1236_reversed.png,right,left,4.852180,0.004819
sample_1237,experiment/laterality/edits/sample_1237_original.png,experiment/laterality/edits/sample_1237_edited.png,experiment/laterality/edits/sample_1237_reversed.png,right,left,4.653996,0.003340
sample_1238,experiment/laterality/edits/sample_1238_original.png,experiment/laterality/edits/sample_1238_edited.png,experiment/laterality/edits/sample_1238_reversed.png,right,left,5.141145,0.002250
sample_1239,experiment/laterality/edits/sample_1239_original.png,experiment/laterality/edits/sample_1239_edited.png,experiment/laterality/edits/sample_1239_reversed.png,right,left,4.962736,0.002901
sample_1240,experiment/laterality/edits/sample_1240_original.png,experiment/laterality/edits/sample_1240_edited.png,experiment/laterality/edits/sample_1240_reversed.png,left,right,4.726606,0.002782
sample_1241,experiment/laterality/edits/sample_1241_original.png,experiment/laterality/edits/sample_1241_edited.png,experiment/laterality/edits/sample_1241_reversed.png,left,right,4.668082,0.005197
sample_1242,experiment/laterality/edits/sample_1242_original.png,experiment/laterality/edits/sample_1242_edited.png,experiment/laterality/edits/sample_1242_reversed.png,right,left,4.519711,0.004667
sample_1243,experiment/laterality/edits/sample_1243_original.png,experiment/laterality/edits/sample_1243_edited.png,experiment/laterality/edits/sample_1243_reversed.png,right,left,5.883068,0.002593
sample_1244,experiment/laterality/edits/sample_1244_original.png,experiment/laterality/edits/sample_1244_edited.png,experiment/laterality/edits/sample_1244_reversed.png,right,left,4.363289,0.003735
sample_1245,experiment/laterality/edits/sample_1245_original.png,experiment/laterality/edits/sample_1245_edited.png,experiment/laterality/edits/sample_1245_reversed.png,left,right,4.955977,0.002532
sample_1246,experiment/laterality/edits/sample_1246_original.png,experiment/laterality/edits/sample_1246_edited.png,experiment/laterality/edits/sample_1246_reversed.png,left,right,3.911927,0.003168
sample_1247,experiment/laterality/edits/sample_1247_original.png,experiment/laterality/edits/sample_1247_edited.png,experiment/laterality/edits/sample_1247_reversed.png,right,left,5.703912,0.002455
sample_1248,experiment/laterality/edits/sample_1248_original.png,experiment/laterality/edits/sample_1248_edited.png,experiment/laterality/edits/sample_1248_reversed.png,left,right,5.608597,0.004169
sample_1249,experiment/laterality/edits/sample_1249_original.png,experiment/laterality/edits/sample_1249_edited.png,experiment/laterality/edits/sample_1249_reversed.png,right,left,4.515268,0.004015
sample_1250,experiment/laterality/edits/sample_1250_original.png,experiment/laterality/edits/sample_1250_edited.png,experiment/laterality/edits/sample_1250_reversed.png,left,right,4.985965,0.003153
sample_1251,experiment/laterality/edits/sample_1251_original.png,experiment/laterality/edits/sample_1251_edited.png,experiment/laterality/edits/sample_1251_reversed.png,right,left,4.885018,0.002926
sample_1252,experiment/laterality/edits/sample_1252_original.png,experiment/laterality/edits/sample_1252_edited.png,experiment/laterality/edits/sample_1252_reversed.png,right,left,4.515349,0.003074
sample_1253,experiment/laterality/edits/sample_1253_original.png,experiment/laterality/edits/sample_1253_edited.png,experiment/laterality/edits/sample_1253_reversed.png,right,left,4.594119,0.004357
sample_1254,experiment/laterality/edits/sample_1254_original.png,experiment/laterality/edits/sample_1254_edited.png,experiment/laterality/edits/sample_1254_reversed.png,left,right,5.367760,0.002715
sample_1255,experiment/laterality/edits/sample_1255_original.png,experiment/laterality/edits/sample_1255_edited.png,experiment/laterality/edits/sample_1255_reversed.png,left,right,4.712867,0.002477
sample_1256,experiment/laterality/edits/sample_1256_original.png,experiment/laterality/edits/sample_1256_edited.png,experiment/laterality/edits/sample_1256_reversed.png,left,right,4.332497,0.004490
sample_1257,experiment/laterality/edits/sample_1257_original.png,experiment/laterality/edits/sample_1257_edited.png,experiment/laterality/edits/sample_1257_reversed.png,right,left,3.916814,0.002640
sample_1258,experiment/laterality/edits/sample_1258_original.png,experiment/laterality/edits/sample_1258_edited.png,experiment/laterality/edits/sample_1258_reversed.png,left,right,3.846589,0.004333
sample_1259,experiment/laterality/edits/sample_1259_original.png,experiment/laterality/edits/sample_1259_edited.png,experiment/laterality/edits/sample_1259_reversed.png,right,left,3.950708,0.004378
sample_1260,experiment/laterality/edits/sample_1260_original.png,experiment/laterality/edits/sample_1260_edited.png,experiment/laterality/edits/sample_1260_reversed.png,right,left,4.729653,0.002661
sample_1261,experiment/laterality/edits/sample_1261_original.png,experiment/laterality/edits/sample_1261_edited.png,experiment/laterality/edits/sample_1261_reversed.png,left,right,5.677540,0.003380
sample_1262,experiment/laterality/edits/sample_1262_original.png,experiment/laterality/edits/sample_1262_edited.png,experiment/laterality/edits/sample_1262_reversed.png,left,right,4.745395,0.003292
sample_1263,experiment/laterality/edits/sample_1263_original.png,experiment/laterality/edits/sample_1263_edited.png,experiment/laterality/edits/sample_1263_reversed.png,left,right,4.354420,0.003164
sample_1264,experiment/laterality/edits/sample_1264_original.png,experiment/laterality/edits/sample_1264_edited.png,experiment/laterality/edits/sample_1264_reversed.png,left,right,4.494117,0.003205
sample_1265,experiment/laterality/edits/sample_1265_original.png,experiment/laterality/edits/sample_1265_edited.png,experiment/laterality/edits/sample_1265_reversed.png,left,right,3.996032,0.003465
sample_1266,experiment/laterality/edits/sample_1266_original.png,experiment/laterality/edits/sample_1266_edited.png,experiment/laterality/edits/sample_1266_reversed.png,right,left,4.432977,0.004304
sample_1267,experiment/laterality/edits/sample_1267_original.png,experiment/laterality/edits/sample_1267_edited.png,experiment/laterality/edits/sample_1267_reversed.png,right,left,4.765152,0.005209
sample_1268,experiment/laterality/edits/sample_1268_original.png,experiment/laterality/edits/sample_1268_edited.png,experiment/laterality/edits/sample_1268_reversed.png,left,right,5.166245,0.002837
sample_1269,experiment/laterality/edits/sample_1269_original.png,experiment/laterality/edits/sample_1269_edited.png,experiment/laterality/edits/sample_1269_reversed.png,left,right,5.159265,0.003131
sample_1270,experiment/laterality/edits/sample_1270_original.png,experiment/laterality/edits/sample_1270_edited.png,experiment/laterality/edits/sample_1270_reversed.png,left,right,5.652844,0.003131
sample_1271,experiment/laterality/edits/sample_1271_original.png,experiment/laterality/edits/sample_1271_edited.png,experiment/laterality/edits/sample_1271_reversed.png,left,right,4.307231,0.003225
sample_1272,experiment/laterality/edits/sample_1272_original.png,experiment/laterality/edits/sample_1272_edited.png,experiment/laterality/edits/sample_1272_reversed.png,right,left,4.146440,0.004208
sample_1273,experiment/laterality/edits/sample_1273_original.png,experiment/laterality/edits/sample_1273_edited.png,experiment/laterality/edits/sample_1273_reversed.png,left,right,4.654405,0.002499
sample_1274,experiment/laterality/edits/sample_1274_original.png,experiment/laterality/edits/sample_1274_edited.png,experiment/laterality/edits/sample_1274_reversed.png,left,right,4.129973,0.002898
sample_1275,experiment/laterality/edits/sample_1275_original.png,experiment/laterality/edits/sample_1275_edited.png,experiment/laterality/edits/sample_1275_reversed.png,left,right,4.802291,0.003366
sample_1276,experiment/laterality/edits/sample_1276_original.png,experiment/laterality/edits/sample_1276_edited.png,experiment/laterality/edits/sample_1276_reversed.png,left,right,4.296046,0.002649
sample_1277,experiment/laterality/edits/sample_1277_original.png,experiment/laterality/edits/sample_1277_edited.png,experiment/laterality/edits/sample_1277_reversed.png,left,right,3.651307,0.002383
sample_1278,experiment/laterality/edits/sample_1278_original.png,experiment/laterality/edits/sample_1278_edited.png,experiment/laterality/edits/sample_1278_reversed.png,left,right,4.304715,0.006164
sample_1279,experiment/laterality/edits/sample_1279_original.png,experiment/laterality/edits/sample_1279_edited.png,experiment/laterality/edits/sample_1279_reversed.png,right,left,3.641617,0.003249
sample_1280,experiment/laterality/edits/sample_1280_original.png,experiment/laterality/edits/sample_1280_edited.png,experiment/laterality/edits/sample_1280_reversed.png,left,right,5.430440,0.002165
sample_1281,experiment/laterality/edits/sample_1281_original.png,experiment/laterality/edits/sample_1281_edited.png,experiment/laterality/edits/sample_1281_reversed.png,right,left,4.831590,0.004494
sample_1282,experiment/laterality/edits/sample_1282_original.png,experiment/laterality/edits/sample_1282_edited.png,experiment/laterality/edits/sample_1282_reversed.png,right,left,4.896786,0.004566
sample_1283,experiment/laterality/edits/sample_1283_original.png,experiment/laterality/edits/sample_1283_edited.png,experiment/laterality/edits/sample_1283_reversed.png,left,right,5.051526,0.003347
sample_1284,experiment/laterality/edits/sample_1284_original.png,experiment/laterality/edits/sample_1284_edited.png,experiment/laterality/edits/sample_1284_reversed.png,left,right,5.256668,0.002521
sample_1285,experiment/laterality/edits/sample_1285_original.png,experiment/laterality/edits/sample_1285_edited.png,experiment/laterality/edits/sample_1285_reversed.png,right,left,5.506510,0.004489
sample_1286,experiment/laterality/edits/sample_1286_original.png,experiment/laterality/edits/sample_1286_edited.png,experiment/laterality/edits/sample_1286_reversed.png,left,right,5.502982,0.005169
sample_1287,experiment/laterality/edits/sample_1287_original.png,experiment/laterality/edits/sample_1287_edited.png,experiment/laterality/edits/sample_1287_reversed.png,left,right,4.323529,0.003174
sample_1288,experiment/laterality/edits/sample_1288_original.png,experiment/laterality/edits/sample_1288_edited.png,experiment/laterality/edits/sample_1288_reversed.png,right,left,4.977790,0.004337
sample_1289,experiment/laterality/edits/sample_1289_original.png,experiment/laterality/edits/sample_1289_edited.png,experiment/laterality/edits/sample_1289_reversed.png,right,left,4.602223,0.003440
sample_1290,experiment/laterality/edits/sample_1290_original.png,experiment/laterality/edits/sample_1290_edited.png,experiment/laterality/edits/sample_1290_reversed.png,right,left,5.574652,0.003378
sample_1291,experiment/laterality/edits/sample_1291_original.png,experiment/laterality/edits/sample_1291_edited.png,experiment/laterality/edits/sample_1291_reversed.png,left,right,6.255660,0.003260
sample_1292,experiment/laterality/edits/sample_1292_original.png,experiment/laterality/edits/sample_1292_edited.png,experiment/laterality/edits/sample_1292_reversed.png,left,right,5.314027,0.002801
sample_1293,experiment/laterality/edits/sample_1293_original.png,experiment/laterality/edits/sample_1293_edited.png,experiment/laterality/edits/sample_1293_reversed.png,left,right,5.259490,0.004029
sample_1294,experiment/laterality/edits/sample_1294_original.png,experiment/laterality/edits/sample_1294_edited.png,experiment/laterality/edits/sample_1294_reversed.png,left,right,4.996428,0.005470
sample_1295,experiment/laterality/edits/sample_1295_original.png,experiment/laterality/edits/sample_1295_edited.png,experiment/laterality/edits/sample_1295_reversed.png,right,left,3.996448,0.002859
sample_1296,experiment/laterality/edits/sample_1296_original.png,experiment/laterality/edits/sample_1296_edited.png,experiment/laterality/edits/sample_1296_reversed.png,right,left,4.713057,0.003398
sample_1297,experiment/laterality/edits/sample_1297_original.png,experiment/laterality/edits/sample_1297_edited.png,experiment/laterality/edits/sample_1297_reversed.png,left,right,4.312361,0.002633
sample_1298,experiment/laterality/edits/sample_1298_original.png,experiment/laterality/edits/sample_1298_edited.png,experiment/laterality/edits/sample_1298_reversed.png,right,left,6.487443,0.002533
sample_1299,experiment/laterality/edits/sample_1299_original.png,experiment/laterality/edits/sample_1299_edited.png,experiment/laterality/edits/sample_1299_reversed.png,left,right,3.863572,0.003811
sample_1300,experiment/laterality/edits/sample_1300_original.png,experiment/laterality/edits/sample_1300_edited.png,experiment/laterality/edits/sample_1300_reversed.png,right,left,4.567780,0.003017
sample_1301,experiment/laterality/edits/sample_1301_original.png,experiment/laterality/edits/sample_1301_edited.png,experiment/laterality/edits/sample_1301_reversed.png,left,right,5.520458,0.004363
sample_1302,experiment/laterality/edits/sample_1302_original.png,experiment/laterality/edits/sample_1302_edited.png,experiment/laterality/edits/sample_1302_reversed.png,left,right,4.358218,0.003447
sample_1303,experiment/laterality/edits/sample_1303_original.png,experiment/laterality/edits/sample_1303_edited.png,experiment/laterality/edits/sample_1303_reversed.png,right,left,4.452467,0.004746
sample_1304,experiment/laterality/edits/sample_1304_original.png,experiment/laterality/edits/sample_1304_edited.png,experiment/laterality/edits/sample_1304_reversed.png,left,right,4.612344,0.002430
sample_1305,experiment/laterality/edits/sample_1305_original.png,experiment/laterality/edits/sample_1305_edited.png,experiment/laterality/edits/sample_1305_reversed.png,left,right,4.477750,0.002905
sample_1306,experiment/laterality/edits/sample_1306_original.png,experiment/laterality/edits/sample_1306_edited.png,experiment/laterality/edits/sample_1306_reversed.png,left,right,5.997609,0.003458
sample_1307,experiment/laterality/edits/sample_1307_original.png,experiment/laterality/edits/sample_1307_edited.png,experiment/laterality/edits/sample_1307_reversed.png,left,right,5.482285,0.002560
sample_1308,experiment/laterality/edits/sample_1308_original.png,experiment/laterality/edits/sample_1308_edited.png,experiment/laterality/edits/sample_1308_reversed.png,right,left,4.660196,0.002878
sample_1309,experiment/laterality/edits/sample_1309_original.png,experiment/laterality/edits/sample_1309_edited.png,experiment/laterality/edits/sample_1309_reversed.png,right,left,4.565673,0.004077
sample_1310,experiment/laterality/edits/sample_1310_original.png,experiment/laterality/edits/sample_1310_edited.png,experiment/laterality/edits/sample_1310_reversed.png,right,left,5.779037,0.004276
sample_1311,experiment/laterality/edits/sample_1311_original.png,experiment/laterality/edits/sample_1311_edited.png,experiment/laterality/edits/sample_1311_reversed.png,left,right,4.350274,0.004571
